2019-04-01T09:15:00+0530,30537.6,30623.45,30537.6,30613,0,0
2019-04-01T09:20:00+0530,30611.95,30643.55,30602.7,30628.1,0,0
2019-04-01T09:25:00+0530,30632.7,30642.45,30586.75,30611.1,0,0
2019-04-01T09:30:00+0530,30615.75,30624,30563.9,30568.55,0,0
2019-04-01T09:35:00+0530,30569.75,30596.6,30557.75,30574.2,0,0
2019-04-01T09:40:00+0530,30573.65,30587.65,30544.15,30576.25,0,0
2019-04-01T09:45:00+0530,30574.4,30589.2,30548.2,30587.85,0,0
2019-04-01T09:50:00+0530,30588.4,30599.3,30585.55,30587.85,0,0
2019-04-01T09:55:00+0530,30589.4,30590.6,30560.95,30568.15,0,0
2019-04-01T10:00:00+0530,30567.55,30590.2,30559.35,30581.4,0,0
2019-04-01T10:05:00+0530,30581.6,30618.1,30581.25,30605.7,0,0
2019-04-01T10:10:00+0530,30610.4,30612.9,30592.2,30605.05,0,0
2019-04-01T10:15:00+0530,30601.4,30616.45,30584.15,30586.45,0,0
2019-04-01T10:20:00+0530,30587,30595.7,30579.6,30585.45,0,0
2019-04-01T10:25:00+0530,30587.7,30590.35,30564.05,30564.05,0,0
2019-04-01T10:30:00+0530,30563.8,30591.95,30563.8,30578.3,0,0
2019-04-01T10:35:00+0530,30579.35,30579.35,30544.05,30547.95,0,0
2019-04-01T10:40:00+0530,30549.1,30568.05,30536.15,30553.45,0,0
2019-04-01T10:45:00+0530,30553.6,30559.65,30539.25,30555.75,0,0
2019-04-01T10:50:00+0530,30553.3,30560.05,30531.5,30550.8,0,0
2019-04-01T10:55:00+0530,30548.95,30559.25,30539.7,30550.4,0,0
2019-04-01T11:00:00+0530,30551.9,30568.8,30549.55,30557.9,0,0
2019-04-01T11:05:00+0530,30558.6,30572.1,30549.75,30570.5,0,0
2019-04-01T11:10:00+0530,30571.15,30573.95,30540.55,30561.95,0,0
2019-04-01T11:15:00+0530,30560.6,30575.05,30528.55,30535,0,0
2019-04-01T11:20:00+0530,30532.2,30539.65,30506.75,30525.65,0,0
2019-04-01T11:25:00+0530,30523.9,30531.4,30512.85,30518.4,0,0
2019-04-01T11:30:00+0530,30516.95,30529.45,30511.8,30525.9,0,0
2019-04-01T11:35:00+0530,30528.25,30558.55,30526.3,30545.8,0,0
2019-04-01T11:40:00+0530,30546.7,30551.9,30523.85,30530.55,0,0
2019-04-01T11:45:00+0530,30530.85,30549.2,30528.55,30547,0,0
2019-04-01T11:50:00+0530,30545.85,30554.55,30535.7,30541.05,0,0
2019-04-01T11:55:00+0530,30542.1,30542.1,30515.1,30526.25,0,0
2019-04-01T12:00:00+0530,30525.2,30530.65,30461.7,30463.8,0,0
2019-04-01T12:05:00+0530,30462.95,30503.2,30462.95,30490.6,0,0
2019-04-01T12:10:00+0530,30490.55,30501.45,30466.4,30475,0,0
2019-04-01T12:15:00+0530,30472.8,30478.85,30463.3,30466.65,0,0
2019-04-01T12:20:00+0530,30466.25,30481.4,30464.95,30469.55,0,0
2019-04-01T12:25:00+0530,30470.4,30472.3,30454.35,30465.2,0,0
2019-04-01T12:30:00+0530,30464.25,30509,30460.5,30490,0,0
2019-04-01T12:35:00+0530,30490.7,30522.55,30486.95,30515.45,0,0
2019-04-01T12:40:00+0530,30516.85,30531.2,30504.25,30516.4,0,0
2019-04-01T12:45:00+0530,30516.65,30533.5,30505.3,30523.6,0,0
2019-04-01T12:50:00+0530,30523.8,30524.4,30492.9,30496.7,0,0
2019-04-01T12:55:00+0530,30496.05,30514.15,30496.05,30507.6,0,0
2019-04-01T13:00:00+0530,30511.95,30511.95,30496.65,30501.75,0,0
2019-04-01T13:05:00+0530,30500.65,30533.15,30498.7,30517.5,0,0
2019-04-01T13:10:00+0530,30517.1,30525.5,30500.1,30515.45,0,0
2019-04-01T13:15:00+0530,30515.8,30536.35,30512.15,30512.15,0,0
2019-04-01T13:20:00+0530,30513.05,30524.7,30505.8,30510.1,0,0
2019-04-01T13:25:00+0530,30506.9,30509.85,30480.35,30480.7,0,0
2019-04-01T13:30:00+0530,30480.95,30503.45,30476.4,30499.65,0,0
2019-04-01T13:35:00+0530,30496.3,30498.6,30482.75,30496.5,0,0
2019-04-01T13:40:00+0530,30496.6,30515.9,30494.95,30514.45,0,0
2019-04-01T13:45:00+0530,30511.45,30521.4,30504.85,30518.8,0,0
2019-04-01T13:50:00+0530,30517.7,30532.1,30497.8,30497.8,0,0
2019-04-01T13:55:00+0530,30497.9,30504.8,30490.15,30497.4,0,0
2019-04-01T14:00:00+0530,30496.8,30592.3,30496.8,30575.95,0,0
2019-04-01T14:05:00+0530,30576.15,30632.45,30576.1,30620.8,0,0
2019-04-01T14:10:00+0530,30619.7,30646.8,30617.15,30619.65,0,0
2019-04-01T14:15:00+0530,30616,30647.2,30615.85,30629.55,0,0
2019-04-01T14:20:00+0530,30630.15,30631.9,30576.75,30593.2,0,0
2019-04-01T14:25:00+0530,30588.6,30590.35,30547.25,30574.4,0,0
2019-04-01T14:30:00+0530,30574.8,30606.4,30573.85,30589.85,0,0
2019-04-01T14:35:00+0530,30589.6,30595.45,30578.75,30580.5,0,0
2019-04-01T14:40:00+0530,30580.35,30583.4,30472.35,30494.1,0,0
2019-04-01T14:45:00+0530,30490,30521.7,30487,30509.6,0,0
2019-04-01T14:50:00+0530,30511.8,30540.2,30485.25,30512.3,0,0
2019-04-01T14:55:00+0530,30513.45,30525.55,30488.65,30491.6,0,0
2019-04-01T15:00:00+0530,30492.75,30492.75,30443.55,30471.35,0,0
